SampleID,PF_UNIQUE_READS,PCT_OFF_BAIT,MEAN_BAIT_COVERAGE,MEAN_TARGET_COVERAGE,ZERO_CVG_TARGETS_PCT,PCT_TARGET_BASES_10X,PCT_TARGET_BASES_20X,Run
1-ABBK30_S565,395241,0.523821,1301.601538,37.418726,0.025641,0.981067,0.954341,R3118
1-ABBL03_S436,315556,0.508432,1232.343555,26.068793,0.025641,0.965786,0.803361,R3118
1-ABBL42_S370,446765,0.560727,1185.410868,38.585048,0.025641,0.984658,0.95501,R3118
1-JAMU85_S501,400697,0.529255,1601.15769,24.38987,0.025641,0.962072,0.749422,R3118
1-JXSB88_S234,350466,0.539715,1111.174071,23.202545,0.025641,0.958846,0.70705,R3118
1-JXSC36_S1,405662,0.515911,1606.863714,27.165104,0.025641,0.97297,0.832035,R3118
1-JXSC55_S302,387212,0.512484,1593.68794,26.428589,0.025641,0.973883,0.81651,R3118
1-XBCP84_S34,447465,0.554303,1298.739091,24.652685,0.025641,0.971813,0.725435,R3118
1-XBCQ38_S100,513070,0.563589,1365.882584,50.934494,0.025641,0.984719,0.975283,R3118
1-XBCQ99_S166,307690,0.511638,1206.680383,32.07409,0.025641,0.978144,0.911482,R3118
10-ABBK39_S574,301071,0.517978,1084.422531,17.73408,0.025641,0.895836,0.363326,R3118
10-ABBL12_S445,418190,0.51555,1561.986328,40.040363,0.025641,0.980153,0.955924,R3118
10-ABBL51_S379,454072,0.549483,1286.285764,48.182089,0.025641,0.982162,0.972909,R3118
10-JAMU94_S510,326073,0.520336,1395.012624,21.056861,0.025641,0.936747,0.582004,R3118
10-JXSB97_S243,395702,0.535533,1310.193596,24.268599,0.025641,0.969073,0.73895,R3118
10-JXSC64_S311,408855,0.506911,1637.174857,37.514915,0.025641,0.983745,0.942591,R3118
10-XBCP93_S43,414862,0.536793,1118.104617,40.161938,0.025641,0.981919,0.956654,R3118
10-XBCQ47_S109,610439,0.569989,1482.640589,46.145684,0.025641,0.978875,0.967125,R3118
10-XBCR09_S175,391497,0.509394,1356.145154,74.987946,0.025641,0.986607,0.981736,R3118
10-XBCR56_S10,450911,0.516402,1836.435985,17.43626,0.025641,0.902167,0.354073,R3118
100-E0AH50_S709,377197,0.537918,1464.299,56.041154,0.025641,0.981006,0.949288,R3118
101-MADY99_S710,438537,0.514244,1666.859695,113.314806,0.025641,0.985146,0.981919,R3118
