SampleID,PF_UNIQUE_READS,PCT_OFF_BAIT,MEAN_BAIT_COVERAGE,MEAN_TARGET_COVERAGE,ZERO_CVG_TARGETS_PCT,PCT_TARGET_BASES_10X,PCT_TARGET_BASES_20X,Run
26-XBCN07_S318,333214,0.483489,1943.335386,13.014246,0.025641,0.736272,0.079812,R3131_batch2
26-XBCW47_S191,415560,0.528049,1445.267505,26.214051,0.025641,0.974248,0.821076,R3131_batch2
26-XBCW77_S125,359993,0.507675,1688.650723,25.118045,0.025641,0.968526,0.788019,R3131_batch2
26-XBCX80_S255,454371,0.605417,1111.568558,14.34762,0.025641,0.827773,0.151102,R3131_batch2
26-XBCY59_S92,319396,0.496002,1896.158607,19.687021,0.025641,0.943809,0.51936,R3131_batch2
27-ABBP19_S442,332411,0.534341,1105.610842,36.098015,0.025641,0.980153,0.946792,R3131_batch2
27-ABBP75_S504,370242,0.500758,1888.691478,33.256788,0.025641,0.979179,0.937173,R3131_batch2
27-ABBQ66_S693,304098,0.483079,1658.917704,46.059357,0.025641,0.983015,0.967369,R3131_batch2
27-JAMX05_S565,383651,0.493263,2212.024331,25.219347,0.025641,0.965664,0.764276,R3131_batch2
27-JAMX66_S629,253008,0.460135,1586.933298,29.050043,0.017094,0.975222,0.87191,R3131_batch2
27-JXSK02_S27,606038,0.709293,807.372734,16.141239,0.025641,0.900219,0.263119,R3131_batch2
27-XBCN09_S319,235651,0.488523,1280.912069,12.129125,0.025641,0.707293,0.074577,R3131_batch2
27-XBCW48_S192,377878,0.523764,1237.941642,33.284671,0.025641,0.981067,0.935529,R3131_batch2
27-XBCW78_S126,354910,0.506279,1629.853667,23.640144,0.025641,0.95982,0.729332,R3131_batch2
27-XBCX81_S256,790338,0.619934,1762.216092,29.635456,0.025641,0.977049,0.884269,R3131_batch2
27-XBCY60_S93,290596,0.495471,1712.680688,16.712955,0.025641,0.903446,0.30957,R3131_batch2
28-ABBP20_S443,320398,0.487554,1131.061285,30.264885,0.025641,0.969378,0.909838,R3131_batch2
28-ABBP76_S505,373655,0.501236,1692.861923,56.935407,0.025641,0.982041,0.978205,R3131_batch2
28-ABBQ67_S694,293777,0.484309,1559.879133,46.332643,0.017094,0.981615,0.973091,R3131_batch2
28-JAMX06_S566,505528,0.499879,2845.099812,25.721904,0.025641,0.974613,0.809814,R3131_batch2
28-JAMX67_S630,320521,0.477723,2115.84065,25.42658,0.025641,0.973274,0.788445,R3131_batch2
28-JXSA83_S380,363544,0.534321,1369.334556,13.838914,0.025641,0.812188,0.13369,R3131_batch2
28-JXSK03_S28,509873,0.709889,688.941729,11.691647,0.025641,0.688847,0.037928,R3131_batch2
28-XBCN13_S320,352745,0.50123,1966.706548,9.225983,0.025641,0.416657,0.009436,R3131_batch2
28-XBCW49_S193,339387,0.522759,1180.230726,14.697187,0.025641,0.842628,0.142761,R3131_batch2
28-XBCW79_S127,360955,0.505137,1762.846329,15.952027,0.025641,0.89474,0.245769,R3131_batch2
28-XBCX82_S257,590798,0.60414,1400.110907,25.598746,0.025641,0.9751,0.792768,R3131_batch2
28-XBCY61_S94,243723,0.499076,1333.200847,27.844697,0.025641,0.973091,0.855717,R3131_batch2
29-ABBI90_S567,308712,0.49043,1784.227449,13.192317,0.025641,0.759041,0.119445,R3131_batch2
29-ABBP21_S444,377876,0.522785,1214.238282,65.25137,0.025641,0.984293,0.979971,R3131_batch2
29-ABBQ68_S695,314715,0.47607,1930.712969,41.803239,0.025641,0.980275,0.956167,R3131_batch2
29-JAMX68_S631,320980,0.465772,2089.882977,19.872093,0.017094,0.941008,0.499209,R3131_batch2
29-JXSB04_S381,378077,0.535941,1324.757218,14.936442,0.042735,0.862291,0.192317,R3131_batch2
29-JXSK04_S29,565738,0.713951,757.145678,17.921831,0.025641,0.941556,0.370449,R3131_batch2
29-XBCN14_S321,353848,0.462712,1820.032193,6.84415,0.025641,0.165408,0.007853,R3131_batch2
29-XBCW50_S194,440770,0.527173,1500.064081,39.789784,0.025641,0.981067,0.968282,R3131_batch2
29-XBCW80_S128,330928,0.513747,1537.209147,16.391757,0.025641,0.90515,0.269573,R3131_batch2
29-XBCX83_S258,603356,0.599661,1575.857817,14.94807,0.025641,0.873128,0.167418,R3131_batch2
29-XBCY62_S95,256136,0.489678,1501.619054,23.854377,0.017094,0.969804,0.748204,R3131_batch2
30-ABBI84_S568,255487,0.484868,1462.271131,9.90375,0.025641,0.515889,0.015281,R3131_batch2
30-ABBP22_S445,341985,0.528941,1276.32831,26.755083,0.025641,0.973274,0.845306,R3131_batch2
30-ABBQ69_S696,328779,0.491941,1864.464378,39.279009,0.025641,0.980275,0.953915,R3131_batch2
30-JAEZ52_S129,257157,0.503182,1168.643603,21.187568,0.025641,0.95775,0.616644,R3131_batch2
30-JAMX69_S632,227603,0.470419,1363.631154,40.497991,0.025641,0.982954,0.96536,R3131_batch2
30-JXSB24_S382,443281,0.543594,1667.92133,10.413978,0.025641,0.554304,0.021795,R3131_batch2
30-JXSK05_S30,795039,0.711458,958.548421,41.184281,0.025641,0.981067,0.968526,R3131_batch2
30-XBCN15_S322,324678,0.500483,1651.856157,11.499939,0.025641,0.658286,0.034336,R3131_batch2
30-XBCW51_S195,452245,0.524329,1529.61058,40.300986,0.025641,0.981919,0.964203,R3131_batch2
30-XBCX84_S259,557790,0.58812,1357.961735,31.080665,0.017094,0.977657,0.910142,R3131_batch2
30-XBCY63_S96,281343,0.495474,1688.330494,19.078108,0.025641,0.947035,0.472544,R3131_batch2
31-ABBJ68_S569,380959,0.4851,2220.629756,14.34415,0.025641,0.851942,0.148728,R3131_batch2
31-ABBP23_S446,373726,0.521686,1318.170096,41.554852,0.025641,0.984232,0.958602,R3131_batch2
31-ABBQ70_S697,346593,0.492975,1926.004019,63.23128,0.025641,0.984963,0.98131,R3131_batch2
31-JAEX30_S130,243507,0.497254,1034.16896,31.035493,0.025641,0.974857,0.914526,R3131_batch2
31-JAMX70_S633,266927,0.466805,1604.632901,45.67795,0.025641,0.981127,0.970656,R3131_batch2
31-JXSB35_S383,361428,0.531481,1318.093609,14.703701,0.025641,0.848837,0.172653,R3131_batch2
31-JXSK06_S31,503063,0.696028,771.809549,8.58657,0.025641,0.366005,0.007488,R3131_batch2
31-XBCM18_S196,332133,0.533534,1173.391692,14.563436,0.025641,0.854925,0.167905,R3131_batch2
31-XBCN51_S323,289450,0.487543,1552.952038,12.152685,0.025641,0.721417,0.060331,R3131_batch2
31-XBCX85_S260,733748,0.602474,1728.882934,53.346037,0.017094,0.984841,0.97924,R3131_batch2
31-XBCY64_S97,249926,0.490914,1397.923907,19.537562,0.025641,0.940278,0.493242,R3131_batch2
32-ABBP24_S447,394114,0.528287,1216.188617,56.097711,0.025641,0.978814,0.972056,R3131_batch2
32-ABBQ71_S698,249962,0.476789,1536.848556,33.290637,0.025641,0.980032,0.922623,R3131_batch2
