SampleID,PF_UNIQUE_READS,PCT_OFF_BAIT,MEAN_BAIT_COVERAGE,MEAN_TARGET_COVERAGE,ZERO_CVG_TARGETS_PCT,PCT_TARGET_BASES_10X,PCT_TARGET_BASES_20X,Run
1-ABBN81_S490,397786,0.531048,1272.437339,62.150128,0.017094,0.985206,0.982041,R3126
1-ABBO49_S552,475974,0.572814,1248.917311,41.789297,0.025641,0.982954,0.965116,R3126
1-JAMV94_S612,437223,0.533455,1638.591928,28.77493,0.025641,0.977049,0.86637,R3126
1-JAMW51_S428,266279,0.485124,1283.344953,22.890296,0.025641,0.966273,0.715938,R3126
1-JXSE28_S331,304468,0.506022,1421.189927,25.831791,0.025641,0.976196,0.808657,R3126
1-JXSE90_S364,305747,0.47489,1137.744725,16.849811,0.025641,0.896445,0.311762,R3126
1-JXSF31_S67,278748,0.507673,1251.776569,12.72647,0.025641,0.737185,0.096006,R3126
1-JXSF86_S133,330367,0.483961,1380.650985,40.374893,0.025641,0.978997,0.950627,R3126
1-JXSG41_S199,385895,0.52518,1491.518674,22.880677,0.025641,0.966577,0.707293,R3126
1-JXSG60_S1,263321,0.488855,1163.053685,19.438634,0.017094,0.950749,0.483928,R3126
1-XBCV55_S265,311492,0.532551,1076.465557,33.051565,0.025641,0.980214,0.934007,R3126
10-ABBN90_S499,381195,0.522122,1475.49146,25.616766,0.017094,0.969013,0.793924,R3126
10-ABBO58_S561,540609,0.565902,1384.024112,67.831061,0.025641,0.982467,0.98058,R3126
10-JAMW05_S621,313019,0.535474,1109.688289,17.011567,0.017094,0.916961,0.316754,R3126
10-JAMW60_S437,227122,0.495653,980.637793,35.85596,0.025641,0.98198,0.943078,R3126
10-JXSE37_S340,342195,0.513422,1591.823221,20.785523,0.025641,0.954584,0.563132,R3126
10-JXSF01_S373,253046,0.519744,883.582318,29.924388,0.025641,0.978692,0.909777,R3126
10-JXSF95_S142,240081,0.477681,1136.405845,20.561305,0.025641,0.953245,0.548582,R3126
10-JXSG69_S10,280098,0.492437,1316.374612,22.873919,0.017094,0.963777,0.682394,R3126
10-XBCU44_S76,397379,0.515137,1701.950159,43.306587,0.025641,0.983928,0.967308,R3126
10-XBCU94_S208,400365,0.535074,1615.678286,21.068002,0.025641,0.960672,0.603616,R3126
10-XBCV81_S274,369944,0.529357,1177.225702,54.59905,0.025641,0.982467,0.978144,R3126
11-ABBN91_S500,337939,0.529514,1197.402001,29.509984,0.017094,0.97991,0.879946,R3126
