SampleID,PF_UNIQUE_READS,PCT_OFF_BAIT,MEAN_BAIT_COVERAGE,MEAN_TARGET_COVERAGE,ZERO_CVG_TARGETS_PCT,PCT_TARGET_BASES_10X,PCT_TARGET_BASES_20X,Run
1-AAZQ58_S119,306287,0.517589,1107.898965,25.5859,0.025641,0.976257,0.788567,R3002
1-AAZR06_S218,311820,0.551585,891.462587,31.728601,0.025641,0.97991,0.923658,R3002
1-AAZR51_S283,242362,0.516211,991.547897,13.583952,0.025641,0.781444,0.092354,R3002
1-AAZR67_S53,334695,0.504992,1354.5897,41.499878,0.025641,0.982771,0.96055,R3002
1-JAMA73_S413,241030,0.547139,679.969292,27.265615,0.025641,0.977231,0.85109,R3002
1-JXQO81_S349,242664,0.526258,793.273359,27.105199,0.025641,0.976744,0.832217,R3002
1-JXQQ45_S477,372443,0.556007,1044.785087,28.509315,0.025641,0.978571,0.857786,R3002
1-XBAK43_S152,341104,0.537392,834.639453,87.389931,0.017094,0.987033,0.981493,R3002
1-XBAL46_S541,345254,0.561823,900.442362,29.826129,0.025641,0.979058,0.885608,R3002
10-AAZQ67_S128,321759,0.520282,1160.862796,49.512237,0.025641,0.984658,0.97784,R3002
10-AAZR15_S227,317800,0.558321,912.008168,31.759101,0.025641,0.976014,0.915865,R3002
10-AAZR60_S292,332398,0.524309,1155.572227,37.177523,0.025641,0.979971,0.938086,R3002
10-AAZR76_S62,400963,0.508595,1545.428078,57.422318,0.017094,0.986363,0.978327,R3002
10-JXQO92_S358,315211,0.526017,1077.996855,40.754231,0.017094,0.980093,0.967551,R3002
10-JXQQ54_S486,338401,0.519654,915.393439,30.648667,0.025641,0.968586,0.894862,R3002
10-XBAK55_S161,338811,0.528075,1215.379068,31.307257,0.017094,0.979849,0.919274,R3002
10-XBAL10_S422,293565,0.558697,910.064081,12.172653,0.025641,0.710276,0.058809,R3002
10-XBAL56_S550,370298,0.527823,958.632682,33.456106,0.025641,0.973335,0.929867,R3002
11-AAZQ68_S129,293981,0.516542,1052.635915,35.554304,0.025641,0.979971,0.945696,R3002
11-AAZR61_S293,230863,0.506892,982.437863,17.034214,0.017094,0.918726,0.322903,R3002
11-AAZR77_S63,290913,0.499419,1188.177041,34.449531,0.025641,0.978388,0.936503,R3002
11-JXQO93_S359,300881,0.541474,912.650242,33.799221,0.025641,0.980884,0.930476,R3002
11-JXQQ55_S487,401480,0.568568,1153.399467,30.254048,0.025641,0.979727,0.910264,R3002
11-XBAK56_S162,399714,0.539281,1351.703097,46.032022,0.025641,0.983441,0.973883,R3002
11-XBAK89_S228,376566,0.563129,1074.454943,19.550773,0.025641,0.943809,0.507184,R3002
11-XBAL11_S423,226215,0.55585,623.941991,19.923353,0.025641,0.948618,0.515829,R3002
11-XBAL57_S551,331235,0.567779,821.25925,30.781322,0.025641,0.979118,0.917874,R3002
12-AAZQ69_S130,288225,0.515443,1134.789936,13.600207,0.017094,0.789358,0.100938,R3002
12-AAZR62_S294,253515,0.52451,937.107107,16.625472,0.025641,0.91964,0.270851,R3002
12-AAZR78_S64,304149,0.498961,1251.662997,34.490868,0.017094,0.981067,0.939973,R3002
12-JXQO94_S360,300006,0.537062,963.638623,34.127603,0.025641,0.981249,0.941982,R3002
