SampleID,PF_UNIQUE_READS,PCT_OFF_BAIT,MEAN_BAIT_COVERAGE,MEAN_TARGET_COVERAGE,ZERO_CVG_TARGETS_PCT,PCT_TARGET_BASES_10X,PCT_TARGET_BASES_20X,Run
1-AAZO51_S130,327770,0.563325,823.036037,32.562766,0.025641,0.977292,0.918483,R2999
1-AAZP29_S196,419360,0.551887,1144.868999,42.728053,0.017094,0.983928,0.961524,R2999
1-AAZP53_S295,335306,0.511744,1262.994321,41.524047,0.025641,0.980945,0.971387,R2999
1-AAZQ20_S559,350883,0.55642,963.068755,51.179593,0.025641,0.984841,0.976318,R2999
1-JXQN52_S361,392428,0.52267,1311.94186,49.046633,0.025641,0.983563,0.976135,R2999
1-JXQN99_S427,368228,0.536141,1142.892456,25.473396,0.025641,0.971569,0.771034,R2999
1-JXQO30_S493,334256,0.521878,1190.248766,30.927919,0.025641,0.978327,0.906368,R2999
1-XBAJ25_S1,346477,0.549483,930.558511,44.45708,0.025641,0.981736,0.973518,R2999
1-XBAJ88_S65,376399,0.536136,1117.70646,47.097041,0.025641,0.983015,0.972361,R2999
10-AAZO60_S139,270145,0.554992,725.320797,15.219956,0.025641,0.875441,0.184951,R2999
10-JAMA37_S502,324569,0.513553,1265.692439,14.187934,0.025641,0.814928,0.144588,R2999
10-JXQN62_S370,377350,0.534809,1180.646311,45.538536,0.025641,0.984111,0.968099,R2999
10-JXQO09_S436,415845,0.535394,1368.205914,27.828991,0.025641,0.9751,0.855838,R2999
10-SAAW28_S205,518701,0.557982,1414.097453,35.590832,0.025641,0.980945,0.950505,R2999
10-SAAW36_S568,410675,0.567537,1142.382606,71.212651,0.025641,0.985267,0.981067,R2999
10-XBAI80_S304,290382,0.517416,1019.212641,28.575673,0.025641,0.974431,0.878485,R2999
10-XBAJ34_S10,364625,0.53454,1187.999476,22.520334,0.017094,0.962864,0.673627,R2999
10-XBAJ97_S74,304250,0.52653,1004.671603,26.362352,0.025641,0.976501,0.832217,R2999
11-AAZO61_S140,294667,0.556794,802.178745,14.721417,0.025641,0.85456,0.17247,R2999
11-AAZQ36_S305,278693,0.518117,1008.500109,26.448192,0.025641,0.975648,0.824851,R2999
11-JAMA38_S503,333303,0.523282,1216.857904,20.855899,0.025641,0.949775,0.560879,R2999
11-JXQN63_S371,329645,0.525438,1207.884375,20.230975,0.025641,0.947035,0.506453,R2999
11-JXQO10_S437,334679,0.544658,1064.011881,26.094058,0.017094,0.974187,0.808292,R2999
11-SAAW29_S206,374728,0.544938,1092.348316,18.611957,0.025641,0.919213,0.410264,R2999
11-SAAW37_S569,365377,0.56056,1024.552396,34.136552,0.025641,0.980945,0.942835,R2999
11-XBAJ35_S11,355074,0.538566,1116.093871,24.693961,0.025641,0.970839,0.775843,R2999
11-XBAJ98_S75,316828,0.524415,1031.472153,21.410386,0.017094,0.961524,0.624985,R2999
12-AAZO62_S141,290990,0.554159,772.83899,20.22781,0.025641,0.940947,0.547607,R2999
12-AAZP63_S504,327702,0.533488,1105.50522,34.394131,0.025641,0.981493,0.937903,R2999
12-AAZQ37_S306,280948,0.514745,1076.418163,23.875807,0.025641,0.966456,0.725618,R2999
12-JXQN64_S372,436735,0.533106,1537.792469,33.353099,0.025641,0.983745,0.930111,R2999
12-JXQO11_S438,435241,0.546213,1301.462412,46.926641,0.017094,0.981127,0.967673,R2999
12-SAAW30_S207,304562,0.563674,807.037304,14.597589,0.025641,0.839218,0.149032,R2999
12-SAAW38_S570,353429,0.557504,1038.168305,28.255997,0.017094,0.977657,0.867223,R2999
12-XBAJ36_S12,302018,0.542966,909.180841,22.016133,0.017094,0.965664,0.640387,R2999
12-XBAJ99_S76,327964,0.533211,1023.68296,42.248204,0.025641,0.980823,0.968708,R2999
13-AAZO63_S142,393129,0.563573,855.685493,92.635882,0.025641,0.985267,0.983076,R2999
13-AAZP64_S505,323623,0.52155,1110.567466,29.331548,0.017094,0.976927,0.870875,R2999
13-AAZQ38_S307,248483,0.507422,853.431224,34.443139,0.025641,0.975283,0.932485,R2999
13-JXQN65_S373,345032,0.523116,1196.275455,32.026117,0.025641,0.978692,0.914221,R2999
13-JXQO12_S439,417346,0.537589,1320.276853,31.634665,0.025641,0.979179,0.917144,R2999
13-SAAW31_S208,388600,0.542522,1144.781724,31.996591,0.025641,0.980275,0.913126,R2999
13-SAAW39_S571,372374,0.548426,1104.628445,42.757275,0.025641,0.980336,0.96743,R2999
13-XBAJ37_S13,352021,0.543663,944.032892,48.007853,0.017094,0.985328,0.975953,R2999
