SampleID,PF_UNIQUE_READS,PCT_OFF_BAIT,MEAN_BAIT_COVERAGE,MEAN_TARGET_COVERAGE,ZERO_CVG_TARGETS_PCT,PCT_TARGET_BASES_10X,PCT_TARGET_BASES_20X,Run
1-ABCY70_S650,323130,0.48023,1435.852793,47.057774,0.025641,0.983684,0.974796,R3218
1-ABCZ68_S586,503255,0.515487,1753.483467,43.421466,0.025641,0.982589,0.967917,R3218
1-JXTK16_S390,328697,0.398175,2039.084262,24.190369,0.025641,0.967612,0.771582,R3218
1-SABC15_S522,216860,0.476821,923.269078,15.529283,0.025641,0.873859,0.218982,R3218
1-XBEN85_S186,367644,0.468531,2241.201765,28.508401,0.025641,0.976866,0.861378,R3218
1-XBEO07_S458,390707,0.495174,1593.977329,38.06374,0.025641,0.982345,0.95288,R3218
1-XBEO17_S254,366680,0.475535,1769.348316,42.370267,0.017094,0.983928,0.967186,R3218
1-XBEO83_S322,496087,0.520737,1762.950028,34.554365,0.025641,0.980945,0.94667,R3218
1-XBEP42_S84,316029,0.4548,1869.471629,34.851942,0.025641,0.980458,0.934068,R3218
10-ABCY79_S659,242376,0.466138,1203.68676,20.592354,0.025641,0.952271,0.537136,R3218
10-ABCZ21_S531,386502,0.480518,1640.113921,51.818215,0.025641,0.984293,0.976501,R3218
10-ABCZ77_S595,248361,0.496636,928.753462,16.770303,0.025641,0.897601,0.287288,R3218
10-JANM16_S467,369354,0.488214,1496.48054,27.102094,0.025641,0.970352,0.825338,R3218
10-JXTK26_S195,294192,0.463707,1841.773555,21.262876,0.025641,0.951845,0.602033,R3218
10-JXTK51_S399,342246,0.452832,2341.892544,19.005966,0.025641,0.936503,0.448801,R3218
10-XBEO26_S263,397185,0.477775,2017.624907,24.85663,0.025641,0.975161,0.757032,R3218
10-XBEO93_S331,912975,0.579257,2242.613768,60.917387,0.025641,0.983502,0.980701,R3218
10-XBEP51_S93,285542,0.466209,1586.578474,16.289419,0.025641,0.895836,0.266346,R3218
11-ABCY80_S660,279862,0.418551,1344.871751,32.873798,0.025641,0.977657,0.918726,R3218
11-ABCZ22_S532,327499,0.479286,1380.345302,29.284732,0.025641,0.977414,0.875928,R3218
11-ABCZ78_S596,279283,0.504917,984.566767,28.139291,0.025641,0.978205,0.870449,R3218
11-JANM17_S468,364955,0.494611,1530.82226,21.417813,0.025641,0.958054,0.597041,R3218
11-JXTK27_S196,361993,0.468718,2350.169615,26.350603,0.025641,0.973822,0.826982,R3218
11-JXTK52_S400,345430,0.46735,2176.691128,16.360587,0.025641,0.916413,0.261597,R3218
11-XBEO27_S264,358224,0.477589,1869.063644,22.366431,0.017094,0.961403,0.656581,R3218
11-XBEO94_S332,537678,0.525258,1949.389289,21.59905,0.025641,0.958724,0.619749,R3218
11-XBEP52_S94,304203,0.46887,1608.356004,32.216364,0.025641,0.979484,0.924997,R3218
12-ABCY81_S661,288146,0.467461,1445.009304,13.773895,0.025641,0.820528,0.112322,R3218
12-ABCZ23_S533,421383,0.479237,1703.65116,82.004749,0.025641,0.985085,0.98058,R3218
12-ABCZ79_S597,424503,0.518733,1305.901717,54.663947,0.025641,0.982589,0.975405,R3218
12-JANM18_S469,378718,0.495313,1469.541213,31.012785,0.025641,0.97924,0.910021,R3218
12-JXTK28_S197,367336,0.465187,2206.87992,27.699988,0.025641,0.980214,0.850664,R3218
12-JXTK53_S401,366597,0.451536,2382.904163,25.882077,0.025641,0.97504,0.80817,R3218
12-XBEO28_S265,284646,0.473877,1408.029223,12.955558,0.025641,0.749543,0.096311,R3218
12-XBEO95_S333,771048,0.507691,2981.648408,17.936564,0.025641,0.920735,0.33867,R3218
12-XBEP53_S95,525706,0.519563,1997.351898,35.025143,0.025641,0.981067,0.949349,R3218
13-ABCY82_S662,246538,0.478562,1139.765649,26.255266,0.025641,0.976257,0.829721,R3218
13-ABCZ24_S534,340661,0.476833,1307.194514,58.416717,0.017094,0.981736,0.979971,R3218
13-ABCZ80_S598,415834,0.517716,1451.465382,20.862839,0.025641,0.952636,0.571046,R3218
13-JANM19_S470,409176,0.488783,1738.54034,24.177158,0.025641,0.970108,0.737307,R3218
13-JXTK29_S198,339845,0.472002,2032.956406,27.893888,0.025641,0.974796,0.85663,R3218
13-JXTK54_S402,313308,0.458605,1951.653606,26.119749,0.025641,0.976927,0.809388,R3218
13-XBEO29_S266,363456,0.474526,1726.535054,47.705223,0.017094,0.984902,0.973274,R3218
13-XBEO96_S334,571758,0.515042,2049.653693,26.94734,0.025641,0.975222,0.835383,R3218
13-XBEP54_S96,311490,0.449882,1977.876032,12.79222,0.025641,0.763241,0.072081,R3218
