SampleID,PF_UNIQUE_READS,PCT_OFF_BAIT,MEAN_BAIT_COVERAGE,MEAN_TARGET_COVERAGE,ZERO_CVG_TARGETS_PCT,PCT_TARGET_BASES_10X,PCT_TARGET_BASES_20X,Run
100-EACU63_S732,658258,0.615458,1479.386756,64.996286,0.025641,0.983197,0.96676,R3240_batch2
101-EACU64_S733,525574,0.62208,1169.865548,45.819981,0.025641,0.971509,0.901071,R3240_batch2
102-E0AI03_S734,675043,0.609369,1581.713144,72.549434,0.025641,0.98545,0.972848,R3240_batch2
103-E0AI04_S735,673782,0.607623,1602.400035,75.512115,0.025641,0.983441,0.976866,R3240_batch2
104-E0AI05_S736,805925,0.540984,2018.489844,158.87191,0.025641,0.987155,0.985876,R3240_batch2
36-JANQ77_S564,488829,0.518532,1616.371467,57.992025,0.025641,0.985389,0.978144,R3240_batch2
36-JXTT14_S300,411084,0.497237,1769.916787,40.696396,0.025641,0.983563,0.963838,R3240_batch2
36-XBEY84_S102,321728,0.459765,1800.119163,45.907159,0.017094,0.983076,0.976196,R3240_batch2
36-XBEZ39_S168,363158,0.476226,1907.405888,36.152807,0.025641,0.981493,0.947644,R3240_batch2
36-XBEZ59_S366,378146,0.508572,1432.265627,37.679654,0.025641,0.981919,0.93632,R3240_batch2
36-XBEZ95_S432,370317,0.502202,1499.941598,26.341775,0.017094,0.975831,0.778339,R3240_batch2
36-XBFA16_S234,427789,0.503784,1716.331979,46.307379,0.025641,0.981067,0.971813,R3240_batch2
36-XBFB03_S36,508671,0.537346,1568.707509,42.705406,0.025641,0.98271,0.962072,R3240_batch2
37-ABDI15_S633,435454,0.490938,1759.757786,57.808535,0.025641,0.981554,0.976988,R3240_batch2
37-JANQ31_S531,212260,0.472217,1074.306862,27.434129,0.025641,0.97297,0.821868,R3240_batch2
37-JANQ78_S565,457511,0.515713,1403.614205,67.739255,0.025641,0.983441,0.981006,R3240_batch2
37-JXTT15_S301,376298,0.481499,1829.161927,36.608913,0.025641,0.980823,0.936868,R3240_batch2
37-XBEY85_S103,331244,0.469073,1868.811645,34.255205,0.017094,0.979971,0.934372,R3240_batch2
37-XBEZ40_S169,392762,0.468924,2017.869698,57.536832,0.017094,0.98271,0.979666,R3240_batch2
37-XBEZ60_S367,432893,0.516363,1593.383567,41.355534,0.025641,0.982589,0.967795,R3240_batch2
37-XBEZ96_S433,413161,0.495538,1884.367274,33.291124,0.025641,0.98064,0.911786,R3240_batch2
37-XBFA17_S235,450800,0.51608,1659.139038,42.741264,0.025641,0.982467,0.971082,R3240_batch2
37-XBFB04_S37,430322,0.540157,1244.646661,39.82759,0.025641,0.982589,0.950566,R3240_batch2
38-ABDI16_S634,486390,0.503473,1748.217665,94.392244,0.025641,0.985511,0.982284,R3240_batch2
38-JANQ32_S532,241353,0.470064,1214.832482,42.416717,0.025641,0.981675,0.966882,R3240_batch2
38-JANQ79_S566,471790,0.521503,1718.781593,45.764215,0.017094,0.983745,0.976257,R3240_batch2
38-JXTT16_S302,323353,0.482282,1686.337265,24.839949,0.025641,0.973883,0.729514,R3240_batch2
38-XBEY86_S104,319746,0.470721,1872.724414,19.570437,0.025641,0.920005,0.492877,R3240_batch2
38-XBEZ41_S170,324869,0.470238,1856.467173,26.084378,0.017094,0.971022,0.790759,R3240_batch2
38-XBEZ61_S368,580064,0.54395,1821.818067,65.736759,0.025641,0.983806,0.97991,R3240_batch2
38-XBEZ97_S434,376200,0.512656,1448.8009,41.699075,0.017094,0.982406,0.967856,R3240_batch2
