SampleID,PF_UNIQUE_READS,PCT_OFF_BAIT,MEAN_BAIT_COVERAGE,MEAN_TARGET_COVERAGE,ZERO_CVG_TARGETS_PCT,PCT_TARGET_BASES_10X,PCT_TARGET_BASES_20X,Run
1-ABDE07_S445,332106,0.537995,979.896693,31.007975,0.025641,0.976622,0.905577,R3230
1-JANP25_S511,250916,0.458243,1456.789193,23.891331,0.025641,0.971143,0.752405,R3230
1-JXTO36_S344,287633,0.474572,1659.894116,22.929867,0.025641,0.969682,0.696213,R3230
1-XBET37_S378,353713,0.502296,1519.160049,31.08931,0.017094,0.975709,0.901924,R3230
1-XBEU49_S310,194127,0.450665,1189.89582,14.671436,0.025641,0.845915,0.178193,R3230
10-ABDE16_S454,329769,0.514763,1131.458393,26.94393,0.017094,0.972483,0.843175,R3230
10-JANP34_S520,268655,0.461003,1343.345127,47.459515,0.025641,0.98064,0.968952,R3230
10-JXTO45_S353,343573,0.464686,2045.154327,30.696092,0.025641,0.980214,0.906733,R3230
10-XBET46_S387,344456,0.478387,1908.888525,23.666139,0.017094,0.965421,0.724157,R3230
10-XBEU63_S319,250264,0.453531,1496.712401,19.233471,0.025641,0.933764,0.453427,R3230
11-ABDE17_S455,249294,0.51403,783.181933,27.835018,0.025641,0.974796,0.84555,R3230
11-JANP35_S521,275920,0.465225,1522.092299,31.055948,0.025641,0.979606,0.893462,R3230
11-JXTO46_S354,354104,0.483332,2007.667759,30.902472,0.017094,0.979301,0.916657,R3230
11-XBET48_S388,264782,0.479345,1325.261739,21.680446,0.025641,0.965055,0.640387,R3230
11-XBEU64_S320,238289,0.463402,1359.030577,23.760197,0.017094,0.963838,0.733532,R3230
12-ABDE18_S456,247474,0.516384,791.08068,27.290454,0.025641,0.974492,0.83934,R3230
12-JANP36_S522,207071,0.457851,1165.184816,16.669731,0.017094,0.907951,0.291733,R3230
12-XBET49_S389,326707,0.478604,1744.557638,27.117923,0.025641,0.974613,0.856325,R3230
12-XBEU65_S321,266680,0.469789,1568.448696,26.941678,0.017094,0.972909,0.834165,R3230
12-XBEU71_S355,302077,0.476778,1889.393439,14.398271,0.025641,0.813223,0.163521,R3230
13-ABDC68_S523,384177,0.481781,1860.449788,55.626324,0.025641,0.981736,0.977536,R3230
13-ABDE19_S457,266477,0.518427,889.242825,26.535249,0.025641,0.97504,0.826921,R3230
13-XBET50_S390,370933,0.486296,2007.185777,13.235967,0.017094,0.776878,0.092597,R3230
13-XBEU66_S322,251158,0.457698,1558.466169,15.543102,0.025641,0.856021,0.21746,R3230
13-XBEU72_S356,309920,0.474692,1776.220417,28.287106,0.025641,0.970474,0.860282,R3230
14-ABDC69_S524,226716,0.456825,1309.536059,19.215999,0.025641,0.951601,0.483258,R3230
14-ABDE20_S458,274365,0.525866,838.855545,28.04499,0.025641,0.976683,0.855899,R3230
14-XBET51_S391,321772,0.480863,1750.858079,27.293681,0.025641,0.978084,0.840436,R3230
14-XBEU67_S323,306557,0.461722,1766.319661,42.731462,0.025641,0.980397,0.973518,R3230
14-XBEU73_S357,310140,0.470454,1728.08614,34.0817,0.025641,0.977779,0.918361,R3230
15-ABDC70_S525,245281,0.471099,1273.369589,32.125533,0.025641,0.978753,0.920735,R3230
15-JANP37_S459,283508,0.518487,890.674573,32.588214,0.025641,0.973761,0.910325,R3230
15-XBET52_S392,402686,0.477006,2150.151182,33.785523,0.025641,0.982954,0.937234,R3230
15-XBEU68_S324,213900,0.467281,1276.821255,14.347072,0.025641,0.851699,0.1413,R3230
15-XBEU74_S358,318106,0.470917,1825.749618,25.323938,0.025641,0.969439,0.796116,R3230
16-ABDC71_S526,202939,0.45624,1133.135238,21.913491,0.025641,0.959515,0.635882,R3230
16-JANP38_S460,273500,0.509041,928.029223,24.510289,0.025641,0.969439,0.756057,R3230
16-XBET53_S393,318282,0.473405,1712.358494,27.142092,0.017094,0.978449,0.848472,R3230
